hospital_name,hospital_system,region,mrf_url,hospital_engine_status,procedure_name,code_type,procedure_code,care_setting,is_primary,scan_priority,scan_status,local_path,local_scan_status,match_count,search_ready_count,scan_scope
Riverside Community Hospital,Riverside Community Hospital,Inland Empire,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/33-0751869_RIVERSIDE-COMMUNITY-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,source_known_needs_indexing,Mastectomy,CPT,19303,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/riverside-community-hospital-standardcharges.json,matched,5,5,large_local_json
Riverside Community Hospital,Riverside Community Hospital,Inland Empire,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/33-0751869_RIVERSIDE-COMMUNITY-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,source_known_needs_indexing,Mastectomy,CPT,19301,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/riverside-community-hospital-standardcharges.json,matched,2,2,large_local_json
Riverside Community Hospital,Riverside Community Hospital,Inland Empire,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/33-0751869_RIVERSIDE-COMMUNITY-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,source_known_needs_indexing,Prostate biopsy,CPT,55700,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/riverside-community-hospital-standardcharges.json,matched,8,8,large_local_json
Riverside Community Hospital,Riverside Community Hospital,Inland Empire,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/33-0751869_RIVERSIDE-COMMUNITY-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,source_known_needs_indexing,Knee arthroscopy,CPT,29881,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/riverside-community-hospital-standardcharges.json,matched,2,2,large_local_json
Riverside Community Hospital,Riverside Community Hospital,Inland Empire,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/33-0751869_RIVERSIDE-COMMUNITY-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,source_known_needs_indexing,Carpal tunnel surgery,CPT,64721,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/riverside-community-hospital-standardcharges.json,matched,4,4,large_local_json
Riverside Community Hospital,Riverside Community Hospital,Inland Empire,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/33-0751869_RIVERSIDE-COMMUNITY-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,source_known_needs_indexing,Shoulder arthroscopy,CPT,29827,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/riverside-community-hospital-standardcharges.json,matched,2,2,large_local_json
Riverside Community Hospital,Riverside Community Hospital,Inland Empire,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/33-0751869_RIVERSIDE-COMMUNITY-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,source_known_needs_indexing,MRI spine,CPT,72148,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/riverside-community-hospital-standardcharges.json,matched,2,2,large_local_json
Riverside Community Hospital,Riverside Community Hospital,Inland Empire,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/33-0751869_RIVERSIDE-COMMUNITY-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,source_known_needs_indexing,CT scan abdomen,CPT,74178,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/riverside-community-hospital-standardcharges.json,matched,2,2,large_local_json
Riverside Community Hospital,Riverside Community Hospital,Inland Empire,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/33-0751869_RIVERSIDE-COMMUNITY-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,source_known_needs_indexing,Coronary bypass (CABG),DRG,231,inpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/riverside-community-hospital-standardcharges.json,matched,1,1,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Gallbladder removal,CPT,47562,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,191,191,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Gallbladder removal,CPT,47563,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,191,191,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Hernia repair,CPT,49505,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,191,191,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Hernia repair,CPT,49650,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,191,191,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Hysterectomy,CPT,58571,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,189,189,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Hysterectomy,CPT,58150,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,189,189,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Cataract surgery,CPT,66984,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,191,191,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Upper endoscopy,CPT,43235,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,188,188,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Upper endoscopy,CPT,43239,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,188,188,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Screening mammogram,CPT,77067,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,197,197,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Chest X-ray,CPT,71046,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,197,197,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Chest X-ray,CPT,71045,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,197,197,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Abdominal ultrasound,CPT,76700,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,196,196,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Abdominal ultrasound,CPT,76705,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,196,196,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Echocardiogram,CPT,93306,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,151,151,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,EKG,CPT,93000,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,no_match,0,0,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,EKG,CPT,93005,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,196,196,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Physical therapy evaluation,CPT,97161,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,46,46,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Physical therapy evaluation,CPT,97162,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,46,46,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Complete blood count,CPT,85025,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,197,197,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Complete blood count,CPT,85027,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,197,197,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Basic metabolic panel,CPT,80048,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,197,197,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Lipid panel,CPT,80061,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,197,197,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Hemoglobin A1c,CPT,83036,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,197,197,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,COVID test,CPT,87635,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,197,197,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,COVID test,CPT,87426,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,182,182,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Sleep study,CPT,95810,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,no_match,0,0,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Sleep study,CPT,95811,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,no_match,0,0,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Tonsillectomy,CPT,42826,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,191,191,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Tonsillectomy,CPT,42825,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,no_match,0,0,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Mastectomy,CPT,19303,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,189,189,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Mastectomy,CPT,19301,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,187,187,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Prostate biopsy,CPT,55700,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,186,186,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Knee arthroscopy,CPT,29881,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,191,191,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Carpal tunnel surgery,CPT,64721,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,188,188,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Shoulder arthroscopy,CPT,29827,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,191,191,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,MRI spine,CPT,72148,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,193,193,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,CT scan abdomen,CPT,74178,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,matched,197,197,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Coronary bypass (CABG),DRG,231,inpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/ucsd-standardcharges.json,no_match,0,0,large_local_json
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Gallbladder removal,CPT,47562,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,129,129,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Gallbladder removal,CPT,47563,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,129,129,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Hernia repair,CPT,49505,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,379,379,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Hernia repair,CPT,49650,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,266,266,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Hysterectomy,CPT,58571,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,133,133,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Hysterectomy,CPT,58150,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,no_match,0,0,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Cataract surgery,CPT,66984,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,129,129,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Upper endoscopy,CPT,43235,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,438,438,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Upper endoscopy,CPT,43239,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,402,402,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Screening mammogram,CPT,77067,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,564,564,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Chest X-ray,CPT,71046,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,204,204,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Chest X-ray,CPT,71045,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,322,322,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Abdominal ultrasound,CPT,76700,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,133,133,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Abdominal ultrasound,CPT,76705,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,282,282,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Echocardiogram,CPT,93306,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,266,266,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,EKG,CPT,93000,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,no_match,0,0,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,EKG,CPT,93005,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,145,145,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Physical therapy evaluation,CPT,97161,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,133,133,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Physical therapy evaluation,CPT,97162,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,133,133,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Complete blood count,CPT,85025,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,133,133,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Complete blood count,CPT,85027,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,133,133,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Basic metabolic panel,CPT,80048,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,141,141,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Lipid panel,CPT,80061,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,no_match,0,0,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Hemoglobin A1c,CPT,83036,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,149,149,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,COVID test,CPT,87635,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,133,133,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,COVID test,CPT,87426,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,133,133,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Sleep study,CPT,95810,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,129,129,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Sleep study,CPT,95811,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,129,129,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Tonsillectomy,CPT,42826,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,133,133,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Tonsillectomy,CPT,42825,outpatient,false,2,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,no_match,0,0,full_local_csv
Scripps Green Hospital,Scripps Health,San Diego,https://apps.scripps.org/pricetransparency/951684089_Scripps-Green-Hospital_standardcharges.csv,search_ready,Mastectomy,CPT,19303,outpatient,true,1,queued,/mnt/c/Users/sam/Documents/healthscan/data/raw/mrf/scripps-green-standardcharges.csv,matched,266,266,full_local_csv
